商品ID,卖家ID,订单ID,客户ID,订单状态,下单时间,订单审核时间,发货时间,客户收货时间,预计送达时间,客户唯一ID,客户邮编前缀,客户城市,客户州,评论ID,评分,评论标题,评论内容,评论创建日期,评论回复时间,支付顺序号,支付类型,分期数,支付金额,订单项ID,商品价格,运费,卖家邮编前缀,卖家城市,卖家州,商品类别,商品名长度,商品描述长度,商品图片数量,商品重量(g),商品长度(cm),商品高度(cm),商品宽度(cm)
b6c9cd6e3f66939d3156d1def59b7639,7adbd3210a7b3cc2235e225eef33574d,4cc22fa6b7267027aac4151271636112,d2352eb89c2f0a1e01fca14e007aeb87,delivered,2018-08-14 19:39:00,2018-08-14 19:50:22,2018-08-16 13:08:00,2018-08-24 00:06:00,2018-09-12 00:00:00,7ade0a53f402457e6553c68ee945cfef,66833,belem,PA,9fe347507e7601e22cc0e4348f54a556,5,Excelente loja e produto ,"Facilidade de compra no site e entrega rápida, produto atende as espectativas. Recomendo 
",2018-08-25 00:00:00,2018-08-25 13:29:03,1.0,credit_card,4.0,101.73,1,78.9,22.83,2544,sao paulo,SP,utilidades_domesticas,60.0,236.0,3.0,1750.0,48.0,9.0,38.0
b6c9dea1728535dbfc20e94efe4656ee,81783131d2a97c8d44d406a4be81b5d9,458fdcdd7b5c74dce496d897a5a974df,175331ead0c0b4d45364cff5f238cc8e,delivered,2018-08-08 16:41:00,2018-08-09 03:45:29,2018-08-09 14:14:00,2018-08-17 22:17:00,2018-08-31 00:00:00,f5e105f581e333aa03537be4deb4fa08,87083,maringa,PR,05ca27cb0148c37ad91f2f9559366122,5,Super recomendo,"Os prazos foram respeitados, o que vem de encontro ao lema das Lojas lannister.",2018-08-18 00:00:00,2018-08-20 20:41:17,1.0,boleto,1.0,110.31,1,90.49,19.82,18015,sorocaba,SP,construcao_ferramentas_construcao,49.0,559.0,1.0,923.0,17.0,8.0,21.0
b6d96e7683a87fc151ea589ce97a330d,2709af9587499e95e803a6498a5a56e9,7c67a9f94c58c5b1c1a40953151fbccd,e3ee993f5b68f60fdda5d3fb16299fd2,delivered,2018-08-26 19:01:00,2018-08-26 19:15:16,2018-08-27 11:25:00,2018-08-30 12:07:00,2018-09-18 00:00:00,24fd9cec951c076195ca963c419f0d08,31680,belo horizonte,MG,eaaa41bee6848e426757573b8a2b9b5e,5,Ótimo ,Muito bom o produto,2018-08-31 00:00:00,2018-08-31 16:48:59,1.0,credit_card,1.0,35.24,1,20.0,15.24,3813,sao paulo,SP,beleza_saude,18.0,180.0,4.0,150.0,21.0,4.0,16.0
b6f3b8136ba8302906df7e11ff908751,a5cba26a62b8b4d0145b68b841e62e7f,44150e408d0bd0a5341db3e4f11a98d8,163a680a8f1fe1a8eef1b0c40276bf64,delivered,2018-08-06 16:49:00,2018-08-06 17:04:38,2018-08-09 11:49:00,2018-08-16 02:08:00,2018-08-20 00:00:00,27eecff5a6338f7c36c78ad05eacc575,87535,xambre,PR,11fb960b6f2005db554efcffcc3c1d88,5,Recomendo muito bom,"Chegou antes da data prevista, tudo ok",2018-08-16 00:00:00,2018-08-17 11:21:50,1.0,credit_card,4.0,416.86,1,399.0,17.86,87303,campo mourao,PR,pet_shop,36.0,617.0,1.0,1350.0,23.0,7.0,30.0
b7029935abacaa5e117b31bc355e9341,ea8482cd71df3c1969d7b9473ff13abc,afba2edab5bba30a0bfcb7fd9ba3d017,14bfea91b8c15d200b1eaf45add92e3f,delivered,2018-08-12 22:43:00,2018-08-12 22:55:17,2018-08-14 15:29:00,2018-08-17 22:33:00,2018-08-17 00:00:00,8a1e3a505234544e477253547e0479a5,6600,jandira,SP,693def17b152f5c831e85d472f1a188b,5,Muito bom ,Entregou antes do prazo recomendado ,2018-08-18 00:00:00,2018-08-21 01:38:58,1.0,credit_card,1.0,33.33,1,24.99,8.34,4160,sao paulo,SP,telefonia,58.0,424.0,2.0,350.0,18.0,6.0,14.0
b72a8fd99d59007948419121f2a5056e,236585a4ddb5fea9fa40233e2249ed91,8db9d36f54086daa6e0757d6806cca07,38188778b0e63530364a79357c9703d6,delivered,2018-08-09 23:21:00,2018-08-09 23:35:11,2018-08-14 16:56:00,2018-08-22 16:24:00,2018-08-23 00:00:00,462ff63205c9198d9f958dc16618405e,22210,rio de janeiro,RJ,5c0d0f13477cc9603c8f8aead2f56e6f,5,H,W,2018-08-23 00:00:00,2018-08-25 16:36:29,1.0,credit_card,1.0,92.41,1,69.99,22.42,95088,caxias do sul,RS,automotivo,59.0,669.0,2.0,425.0,20.0,5.0,19.0
b75a056d7d03227c3a3b60e9ccf518c9,3f995f07c49d0d55a99d5c54957f7d81,f1a873fc10e7bd542bcc4198baade2b9,267cfc7a0e7f9e6c70a357bbd0708d7e,delivered,2018-08-06 00:14:00,2018-08-06 00:30:20,2018-08-06 15:13:00,2018-08-08 20:21:00,2018-08-15 00:00:00,28560e4c7a451f72696bb60095930236,11310,sao vicente,SP,855579b176442a843855e24c8b391fda,4,Muito bom,Gostei do produto,2018-08-09 00:00:00,2018-08-10 00:38:42,1.0,credit_card,1.0,67.57,1,59.0,8.57,6853,itapecerica da serra,SP,automotivo,60.0,1259.0,2.0,450.0,20.0,9.0,14.0
b7a812ed1b86b3b00e566dc29ba7ec7c,640e21a7d01df7614a3b4923e990d40c,c7ab4f518d1a47c3f78768c41c887d1b,f48f0e3bbe7fa6985141518b1d7264ce,delivered,2018-08-09 13:59:00,2018-08-11 02:55:27,2018-08-14 10:11:00,2018-08-27 20:04:00,2018-08-20 00:00:00,dd7c170eb1bada8feb898821664a3008,13213,jundiai,SP,26fe2927b889c7b4eb94c0dbfcc5c25d,5,Ótima adorei ,"Muito bom de confiança 
O produto chegou perfeito sem nenhum defeito com as medidas certas
Chegou até 1 semana antes do prazo 
Super recomendo ",2018-08-24 00:00:00,2018-08-27 20:36:32,1.0,boleto,1.0,40.17,1,26.4,13.77,14940,ibitinga,SP,cama_mesa_banho,32.0,501.0,1.0,550.0,35.0,2.0,50.0
b7d4874bd1f4dcf0d73abaaee0bff5f6,845e8036c3f7bf62099352f5ed910240,31f8013402a0749b3ab433b1aee11754,27d17a6fd27ee999a02cd9b9d04c0ee8,delivered,2018-08-14 21:20:00,2018-08-16 03:25:31,2018-08-16 14:43:00,2018-08-21 01:03:00,2018-08-27 00:00:00,972181580a78cb0d90f4286d5a92e5eb,1317,sao paulo,SP,9e86fd94790c9291fbb900bab361a5d1,5,Excelente!,"Ótima Loja, entrega no prazo!",2018-08-21 00:00:00,2018-08-22 12:40:01,1.0,boleto,1.0,42.19,1,26.9,15.29,21041,rio de janeiro,RJ,cama_mesa_banho,53.0,249.0,1.0,350.0,25.0,2.0,30.0
b7f66bbeb513b61097de54949631a759,8160255418d5aaa7dbdc9f4c64ebda44,121272279b30a29c68123cd40843a040,3adda932fc75b073dbd12c842cb18f6c,delivered,2018-08-15 17:48:00,2018-08-16 03:25:24,2018-08-16 08:43:00,2018-08-21 23:13:00,2018-09-03 00:00:00,0c4c23dd769dfb65e2085dd62b61ab7b,29090,vitoria,ES,f55939435e06a5437a355aea8d82dad5,5,Muito bom!,Recomendo! Entrega antes do prazo. Comprei para proteger meu sofá pois tenho um cachorro. Atendeu as minhas expectativas. Muito bom!,2018-08-22 00:00:00,2018-08-26 12:13:41,1.0,boleto,1.0,103.26,1,79.9,23.36,14940,ibitinga,SP,cama_mesa_banho,58.0,2063.0,2.0,1150.0,43.0,8.0,33.0
b7fb317b06027cff33c39708e088e5d1,d91fb3b7d041e83b64a00a3edfb37e4f,86bf8acc0fe437ce824685e72037572d,59f9d8f64c877b9af00db2ddb0cd4e65,delivered,2018-08-13 16:19:00,2018-08-13 16:30:22,2018-08-15 13:18:00,2018-08-16 16:36:00,2018-08-21 00:00:00,c743381da5f37bf1cbbeb7d5cc932026,4267,sao paulo,SP,957ccc2ac82a99220319b58fbef4458f,4,Super recomendo,"Desde início da compra até a entrega, tudo correu conforme esperado.",2018-08-17 00:00:00,2018-08-19 20:12:58,1.0,credit_card,1.0,29.84,1,21.0,8.84,11704,praia grande,SP,eletrodomesticos,60.0,186.0,1.0,550.0,70.0,13.0,12.0
b81e20325ffcfcc0f66604b4fd84badb,b561927807645834b59ef0d16ba55a24,99e5f0c685ca94e5a1c7134b1898bb1a,fabf206541756ff848d31278960701ac,delivered,2018-08-08 01:17:00,2018-08-08 01:25:08,2018-08-10 15:15:00,2018-08-13 20:24:00,2018-08-16 00:00:00,6c6ff848f6f705ca1235ac80c414f709,3904,sao paulo,SP,a7f467c86ea301cda395bc932654aea8,5,Perfeito,"Entrega dentro do prazo, e produto em excelente condição",2018-08-14 00:00:00,2018-08-15 00:07:00,1.0,credit_card,3.0,38.94,1,29.0,7.46,2955,sao paulo,SP,papelaria,39.0,256.0,3.0,100.0,16.0,6.0,11.0
b86a41241c8b868c080b433563dc9223,b2479f944e1b90cf8a5de1bbfde284d6,790e5c5eb160ea3d606d62c2187b3e6b,e1064a318037f1d70363feff64dd5191,delivered,2018-08-20 17:06:00,2018-08-20 17:29:29,2018-08-22 15:27:00,2018-08-28 18:42:00,2018-08-31 00:00:00,91907ed201693e770b64ba1278e84c98,11730,mongagua,SP,18314806b9cd4c3bb04b7227559587c9,5,xxxxxxxxxxx,tudo certo,2018-08-29 00:00:00,2018-08-29 23:20:53,1.0,credit_card,2.0,57.88,1,43.99,13.89,14940,ibitinga,SP,cama_mesa_banho,53.0,665.0,1.0,800.0,30.0,3.0,24.0
b86d1f2c052bc4749ee88bb74688d814,082e0bf4cb865a6533b1e8e498cc0255,cb8a63e70a7f664281f701b6abd79fe5,466fc410d15081af6868cdf2fa2322ce,delivered,2018-08-17 07:09:00,2018-08-17 07:38:59,2018-08-17 14:20:00,2018-08-23 17:12:00,2018-09-24 00:00:00,22c3483b1bb4c5986da4537ba5b43906,37500,itajuba,MG,7bff64174512a637a585bd9f6c9ce57c,3,recomendo,entrega rapida,2018-08-24 00:00:00,2018-08-25 11:21:01,1.0,credit_card,10.0,612.99,2,192.0,12.86,18608,botucatu,SP,ferramentas_jardim,43.0,269.0,1.0,30000.0,42.0,102.0,42.0
b8983274d38e4c05381bc3c80af2ad2e,6b243f80ed07b10f0e8aa0f21a205f3c,7a3d6ddc737bc4e0f556c9c47f15e7a6,7420514db819d2580b17eab4e66fd1c1,delivered,2018-08-05 10:50:00,2018-08-05 11:04:19,2018-08-06 15:13:00,2018-08-10 18:18:00,2018-08-15 00:00:00,6a9e15d6fa8ce1cabf193c21aa577f64,12600,lorena,SP,e8ffbe02765f0780736a0c80086adf44,5,excelente,"muito bom, recomendo, já é a segunda vez que compro...",2018-08-11 00:00:00,2018-08-14 12:35:03,1.0,boleto,1.0,156.83,1,54.9,18.52,81825,curitiba,PR,esporte_lazer,52.0,1416.0,1.0,300.0,16.0,16.0,16.0
b8fdad0799bd50231797580d63194b78,e601b04acf48b4576e73ddca9481f0dc,8712b255e65bd40b073d43478f7d24d1,81f8204c7b60cd52de8b41af67772d4b,delivered,2018-08-20 19:29:00,2018-08-21 09:35:16,2018-08-21 14:32:00,2018-08-22 22:22:00,2018-08-23 00:00:00,2035421f30de4621c5c8184acfa5c918,2372,sao paulo,SP,5173b63fa57f88b16960960a36dc357d,5,5,Obrigado amei excelente produto chegou antes do dia marcado,2018-08-23 00:00:00,2018-08-24 09:33:50,1.0,debit_card,1.0,38.27,1,29.9,8.37,4476,sao paulo,SP,beleza_saude,58.0,1212.0,1.0,320.0,26.0,28.0,16.0
b8fefc9c1f951969968e904d08bfa8cd,da8622b14eb17ae2831f4ac5b9dab84a,26a6d863d24d0d5bc79e4cfa85ebf566,ce4e4cd67d44364a45427521da9c03c5,delivered,2018-08-21 22:47:00,2018-08-22 22:45:07,2018-08-23 13:40:00,2018-08-27 19:40:00,2018-09-03 00:00:00,d6af3a349d5cd80c7076c5db650b686b,15808,catanduva,SP,091f45bdff81a286e780d91ee89df85f,4,Bom produto,"O produto foi entregue antes do prazo, era encomenda para um amigo, que gostou bastante.",2018-08-28 00:00:00,2018-08-29 10:38:36,1.0,credit_card,2.0,94.04,1,79.9,14.14,13405,piracicaba,SP,cama_mesa_banho,55.0,192.0,1.0,800.0,44.0,2.0,36.0
b906473f6ad88809cd95a1e7e77cd91f,6d66611d7c44cc30ce351abc49a68421,a9dfd8a8ec4fa0a848fb61986bdc153f,cf7956da5b322ee09795506d6fcb238f,delivered,2018-08-20 13:09:00,2018-08-20 15:50:16,2018-08-22 14:47:00,2018-08-29 18:32:00,2018-08-30 00:00:00,61891679419a7cd51f239be92ced8f81,13056,campinas,SP,b418c450d66d32a512231bc051e89ae5,1,Nao foi entregue ,"Quero saber o que fazer, pois meu produto nao foi entregue .",2018-08-30 00:00:00,2018-08-31 01:46:29,1.0,credit_card,3.0,153.52,1,129.9,23.62,4378,sao paulo,SP,instrumentos_musicais,63.0,1110.0,10.0,7050.0,55.0,17.0,45.0
b91b2431ca8a681073c72cab18054e6e,a416b6a846a11724393025641d4edd5e,30c3c6388d83af1e5d2919082f177a66,b46989bc8ae3f4c80f08e9117a3f3d5b,delivered,2018-08-06 17:38:00,2018-08-06 17:50:28,2018-08-08 11:04:00,2018-08-13 18:35:00,2018-08-16 00:00:00,b8d9b1b15ca56677760055d06f10a796,15015,sao jose do rio preto,SP,2c5ffd8da9426d191d0866d85d99a58a,5,entrega rapida,Ainda nao usei o produto...mas o atendimento foi otimo!!!,2018-08-14 00:00:00,2018-08-17 20:44:34,1.0,credit_card,4.0,255.49,1,239.5,15.99,3702,sao paulo,SP,beleza_saude,44.0,768.0,1.0,1200.0,30.0,12.0,16.0
b92a7304ebad1ca5b393b53b2de5c70a,7c67e1448b00f6e969d365cea6b010ab,81342024c8d07f66fa2852d3c8d9b890,10127aba366db1abba5a47e89c03df66,delivered,2018-08-07 18:58:00,2018-08-07 19:24:55,2018-08-27 11:44:00,2018-08-28 12:12:00,2018-08-31 00:00:00,c7ffd67556b0ce043baed501d4899bb8,8030,sao paulo,SP,71fffc74d214c906add6a1f90608ccf8,5,Ótimo produto,"Produto bom,de qualidade,chegou no prazo, em perfeita ordem indico a todos",2018-08-29 00:00:00,2018-08-30 00:03:33,1.0,credit_card,6.0,158.73,1,139.98,18.75,8577,itaquaquecetuba,SP,moveis_escritorio,55.0,1292.0,1.0,9725.0,53.0,52.0,17.0
b92a7304ebad1ca5b393b53b2de5c70a,7c67e1448b00f6e969d365cea6b010ab,b3be0e1f9679fcd94718c69fa5f585fd,8e54cb7b798db514f7f39bf3c5aef35f,delivered,2018-08-02 13:43:00,2018-08-02 14:04:11,2018-08-23 07:12:00,2018-08-29 12:52:00,2018-09-04 00:00:00,7f9a0d16b4f7a5f66b9171a363e6a5d6,48540,jeremoabo,BA,850a251ffb40bbe3cb7887e380f88b20,5,Excelente,Foi entregue antes do prazo e o produto é de ótima qualidade,2018-08-30 00:00:00,2018-08-30 16:51:13,1.0,credit_card,10.0,206.17,1,139.98,66.19,8577,itaquaquecetuba,SP,moveis_escritorio,55.0,1292.0,1.0,9725.0,53.0,52.0,17.0
b93ce2bec0961862bd811f643e704566,4917cee8d902e13428c3ec4b1ca6f315,b319c42146aa1548b1e415a91dd13789,67d32f7cf571df84777c23b64b972be4,delivered,2018-08-04 16:38:00,2018-08-07 04:25:15,2018-08-10 12:07:00,2018-08-15 00:08:00,2018-08-20 00:00:00,75eacb17f5ef482c37c7b7903f014ece,88708,tubarao,SC,819f36c6186e8b44a8cb528d96c59134,5,Ótimo ,Ótimo ,2018-08-16 00:00:00,2018-08-16 17:12:23,1.0,boleto,1.0,223.61,1,199.0,24.61,89031,blumenau,SC,eletrodomesticos_2,29.0,223.0,1.0,6250.0,55.0,10.0,68.0
b9471cbef91a12be725aa96bea7d4763,fd435faa3c0422b60440ea3480d0e77c,f19aee0ec494fa468b59ae57ea6af345,7bdbb95d68b7d4edfe5fb9173398fdb0,delivered,2018-08-20 07:36:00,2018-08-20 14:11:42,2018-08-22 05:56:00,2018-08-29 18:51:00,2018-09-12 00:00:00,72687c66ab307503655f6e71d8ccd1d6,21321,rio de janeiro,RJ,24146125002be3a02faa24d7fbce2c3f,5,Assim que tem que ser,"Ótimo atendimento, gostei",2018-08-30 00:00:00,2018-08-30 22:55:51,1.0,credit_card,10.0,882.87,1,749.0,133.87,58073,joao pessoa,PB,eletronicos,60.0,1565.0,5.0,14250.0,38.0,64.0,49.0
b9976e9c22fb1540bd71d1bcd2989475,55f7a3319d80f7fdf078b8f03e6725fe,b9a703ce4f5ae752f1ea894775d250ff,a905d4b3fe690160573204533764b6df,delivered,2018-08-15 14:43:00,2018-08-15 15:05:13,2018-08-17 15:15:00,2018-08-20 11:58:00,2018-08-20 00:00:00,915c0f70278a02ac026344f1ea994ec3,11095,santos,SP,8caae8046b88732124028122e12d19f1,1,Produto chegou quebrado,Produto chegou quebrado e não consigo realizar a troca pelo site da loja.,2018-08-21 00:00:00,2018-08-21 18:00:18,1.0,credit_card,2.0,140.68,1,126.49,14.19,6056,osasco,SP,artes_e_artesanato,60.0,1611.0,7.0,2550.0,46.0,16.0,25.0
b9de40e43fccb6ba53b7eadbd5c49077,2dcf93836ae3ce0d7c93e2f10876467a,1a018d08ae8c02d0106efe732d3e8a03,1516137a38d62194d55d7f4afc8498be,delivered,2018-08-07 19:37:00,2018-08-07 19:50:18,2018-08-08 14:08:00,2018-08-15 18:24:00,2018-08-30 00:00:00,9845116b46a09e48f157a11f4f340280,89221,joinville,SC,bd183de5b8b0a163f5580897352760fc,5,EXCELENTE!,Voltarei a comprar!,2018-08-16 00:00:00,2018-08-17 21:47:36,1.0,debit_card,1.0,153.61,1,129.9,23.71,12240,sao jose dos campos,SP,utilidades_domesticas,41.0,1188.0,3.0,700.0,70.0,10.0,15.0
ba131cee7989ef04b93a79030969c92f,1025f0e2d44d7041d6cf58b6550e0bfa,ad1c31ec035e55a4187e536234b28e38,a9b440dd10180f222e61cb9016eec6c4,delivered,2018-08-17 10:04:00,2018-08-17 10:15:20,2018-08-17 14:51:00,2018-08-29 17:48:00,2018-09-05 00:00:00,4923b8ab746ce20a1fd5e6cb567a948b,95555,capao da canoa,RS,11b314b40342d0d976f0aa354f99cee4,5,Muito bom,"
",2018-08-30 00:00:00,2018-08-30 22:03:34,1.0,credit_card,10.0,213.72,1,25.0,26.86,3204,sao paulo,SP,moveis_decoracao,36.0,1081.0,1.0,1750.0,30.0,30.0,30.0
ba16581014183c8415da15145f3d4c24,710e3548e02bc1d2831dfc4f1b5b14d4,09859a28d56f326d009da66f7d02e99d,921ea7f6e2a5645d5d1288696ed9c953,delivered,2018-08-06 20:31:00,2018-08-06 20:45:15,2018-08-07 16:53:00,2018-08-13 21:08:00,2018-08-16 00:00:00,a58d75d906619891fbc629049af9a429,4738,sao paulo,SP,7d32e7a3bf94535d91db0bdbd7134099,1,RECEBI PRODUTO ERRADO,"Comprei um varal de chao de 300,00 e recebi 1 modelo que custa bem mais barato, a empresa nao retorna e-mail e nao atende telefone e o stark nao se responsabilisa pela transçao feita no site deles",2018-08-14 00:00:00,2018-08-15 02:41:02,1.0,credit_card,1.0,362.26,1,299.0,63.26,86600,rolandia,PR,moveis_decoracao,45.0,1563.0,3.0,9050.0,95.0,45.0,20.0
ba22b6bb8962ab07830d463eeff99b9d,a673821011d0cec28146ea42f5ab767f,43b1a119dc947cc0fbf512a8763d2c15,cf9d411ddeea9eb736d0c330efe0fbeb,delivered,2018-08-17 18:51:00,2018-08-17 19:10:31,2018-08-20 11:15:00,2018-08-30 15:32:00,2018-09-14 00:00:00,8539847c461dd9b6552e4391fabe7731,78888,nova ubirata,MT,e1be776e96faacfb865fcdeaaacc27c1,5,Ótimo serviço e segurança,O produto veio bem antes do prazo de entrega em perfeitas condições. Muito bom.,2018-08-31 00:00:00,2018-08-31 19:30:32,1.0,credit_card,5.0,123.75,1,99.9,23.85,3809,sao paulo,SP,cama_mesa_banho,47.0,524.0,1.0,1290.0,22.0,22.0,29.0
ba4d4408f422ce8b42de69cbf879f5f9,52a50b42accf164f9f019941e5759d9b,378d1ac3d8e22dd46990757398ae8500,001df1ee5c36767aa607001ab1a13a06,delivered,2018-08-05 23:14:00,2018-08-05 23:30:13,2018-08-07 11:21:00,2018-08-10 18:52:00,2018-08-10 00:00:00,46b44ab325f78e5bb3dc0bbef1082082,1030,sao paulo,SP,e2b6f30b9c45cf84b965172279b14bac,4,Muito bom ,Muito boa na data correta ,2018-08-11 00:00:00,2018-08-12 14:47:46,1.0,credit_card,2.0,42.86,1,29.99,12.87,13820,monte alegre do sul,SP,alimentos_bebidas,38.0,916.0,1.0,300.0,21.0,10.0,15.0
ba63a82a6a467d4d29dfba52bfeb064a,c66dccfb3f109511246da627dd5a2498,531b7ebd1fe920da63f51af4667a7962,c1b3abc0f5a34a1b1bf279c0e3697621,delivered,2018-08-02 17:08:00,2018-08-02 18:00:06,2018-08-03 13:21:00,2018-08-07 10:55:00,2018-08-17 00:00:00,0a2bfc7b9705c3e494be7c34a99cade9,93510,novo hamburgo,RS,f937982c55e28be9d4f0d4db540f998a,5,Super recomendo,Chegou até mesmo antes do prazo.,2018-08-08 00:00:00,2018-08-08 18:14:11,1.0,credit_card,1.0,345.38,1,325.0,20.38,11900,registro,SP,relogios_presentes,44.0,1748.0,2.0,450.0,21.0,14.0,14.0
ba6c0daba35afe2ee11400da4ec7b3a4,d566c37fa119d5e66c4e9052e83ee4ea,cf18f775a1b2dfec83732a8679b66ec2,765c6412dba8eafd16bbbe40a47ff0a6,delivered,2018-08-17 08:30:00,2018-08-17 08:55:33,2018-08-17 15:59:00,2018-08-20 13:49:00,2018-08-27 00:00:00,10d1aa2c16391f86c80ecb501698fa76,13301,itu,SP,6e0540c6c1c9e64f9930dd797feaf5d4,5,Tudo conforme anunciado,Correu tudo conforme combinado e sendo entregue antes do prazo máximo. Recomendo,2018-08-21 00:00:00,2018-08-23 17:24:10,1.0,credit_card,1.0,68.32,1,56.9,11.42,4131,sao paulo,SP,beleza_saude,48.0,1247.0,2.0,1050.0,20.0,10.0,20.0
ba80c9f47a84d1e08465f72e22930c83,70c27847eca8195c983ed7e798c56743,4f88a7f264d48920c4f0762d160212ca,d2a592f7064d3ef0f34bd7a8d95e4458,delivered,2018-08-02 12:07:00,2018-08-02 13:05:18,2018-08-14 11:39:00,2018-08-16 12:44:00,2018-08-15 00:00:00,54038fdafde7c49533a306f961281d9c,24350,niteroi,RJ,6e8cf20456a8aa4ac20e3ffe288e3d48,4,bom,"demoraram a colocar nos correios, mas depois foi rápido, mas atrasou !",2018-08-17 00:00:00,2018-08-17 08:45:15,1.0,credit_card,5.0,246.44,1,114.99,8.23,20930,rio de janeiro,RJ,pet_shop,41.0,901.0,1.0,150.0,19.0,10.0,15.0
ba80c9f47a84d1e08465f72e22930c83,70c27847eca8195c983ed7e798c56743,ab1565bce2736095e4b347db4cfc071f,381236979aa43bd28a692c065917393d,delivered,2018-08-19 17:16:00,2018-08-20 12:35:14,2018-08-23 14:35:00,2018-08-24 16:49:00,2018-08-29 00:00:00,4881e59e3733f4660a0e6412d25d9d02,27251,volta redonda,RJ,dadb0c6aeb5c718a7ffc32c452013d14,5,Tudo certo!,"O produto chegou antes do prazo, processo ok!",2018-08-25 00:00:00,2018-08-25 21:14:36,2.0,voucher,1.0,100.0,1,114.99,8.23,20930,rio de janeiro,RJ,pet_shop,41.0,901.0,1.0,150.0,19.0,10.0,15.0
ba9943916136c9959e24f71bdae28faa,8c16d1f32a54d92897cc437244442e1b,ba2a82359a00bf0bd1f5ae32527a5a40,a7f8ce7902371e84a160590635b0c546,delivered,2018-08-17 08:29:00,2018-08-17 09:09:42,2018-08-20 08:59:00,2018-08-22 17:24:00,2018-08-28 00:00:00,a1fa7dde65cdf5e024a2b2cfcc54feda,88030,florianopolis,SC,33aa5c84a2db516b7d18e74f2193ad0b,5,Excelente vendedor,Comprei 3 unidades. Todas entregues no prazo e dentro das especificações anunciadas.,2018-08-23 00:00:00,2018-08-25 21:28:18,1.0,credit_card,1.0,73.8,1,59.9,13.9,89023,blumenau,SC,informatica_acessorios,46.0,669.0,3.0,200.0,35.0,2.0,25.0
bac155b95a240e42f840f622bde271d1,16090f2ca825584b5a147ab24aa30c86,0c0b4c682dc77d70dbc4cf1ed44ede36,a4f7787cc8dffd6006149cdff5abed26,delivered,2018-08-16 13:47:00,2018-08-16 14:04:14,2018-08-16 14:43:00,2018-08-17 15:44:00,2018-08-21 00:00:00,53cc7338a7d5994fe8baa28a039d2343,6526,santana de parnaiba,SP,41b71ce4b8849a56b4d51b9c87c19711,5,Muito satisfeito,Produto excelente. Facil uso. Recomendo.,2018-08-18 00:00:00,2018-08-18 21:28:06,1.0,credit_card,1.0,72.09,1,63.49,8.6,12940,atibaia,SP,automotivo,56.0,721.0,4.0,400.0,24.0,5.0,11.0
bafb66175e7c8250500ed50faf512dc8,a3e9a2c700480d9bb01fba070ba80a0e,4dca136c559e9ca40b91dd500cd05ecf,2c3e301a4c050be4f278c90026b82bed,delivered,2018-08-08 18:12:00,2018-08-08 18:25:20,2018-08-09 14:32:00,2018-08-15 20:46:00,2018-08-16 00:00:00,59646b1992cfdf176241a977c56f2f6c,22631,rio de janeiro,RJ,e3d29ecacc7769081dbe138bc57718fa,1,Compra desatenta ,Estive peneirando minha pesquisa em jogo de cama de solteiro e 100 % algodão e infelizmente depois de olhar vários acabei escolhendo um que depois de concluir a compra fui verificar que era de casal .,2018-08-16 00:00:00,2018-08-17 19:57:46,1.0,credit_card,1.0,79.61,1,60.0,19.61,14940,ibitinga,SP,cama_mesa_banho,43.0,201.0,1.0,700.0,50.0,6.0,40.0
bb191b58fe5bc5a220db96fd387655c2,2e90cb1677d35cfe24eef47d441b7c87,0d29aa08fa516b98d8668e1eb4a57bdd,f5fe72b574ff418727aa603ee22ea9e1,delivered,2018-08-13 21:56:00,2018-08-14 21:50:22,2018-08-15 11:54:00,2018-08-21 21:28:00,2018-08-20 00:00:00,14ffbd4de199c166e48838c0877b2ccb,13181,sumare,SP,2d9d14a2a99bf212c17fdda3ad722725,3,Bom,Produto conforme descrição ,2018-08-22 00:00:00,2018-08-23 00:47:45,1.0,credit_card,3.0,225.62,1,189.9,35.72,2285,sao paulo,SP,cool_stuff,58.0,1023.0,6.0,7300.0,79.0,5.0,63.0
bb42f37fc3d9130e4a4339d24a47dd7c,da8622b14eb17ae2831f4ac5b9dab84a,d3793144c8e35d71e963045c73b7b7ec,1471f2464edb13ceccc7b52cb1a9def4,delivered,2018-08-02 12:04:00,2018-08-02 12:50:15,2018-08-06 13:09:00,2018-08-10 17:21:00,2018-08-14 00:00:00,7a8fb0f39f0df44f5d0b3c0d01d98d30,82510,curitiba,PR,3f3fa0dbd83f9e9e92cf2b28794a61cc,5,Super recomendo,Gostei muito do produto,2018-08-11 00:00:00,2018-08-13 14:06:47,1.0,credit_card,1.0,63.31,1,44.9,18.41,13405,piracicaba,SP,cama_mesa_banho,59.0,81.0,1.0,400.0,20.0,2.0,15.0
bb4897b0f38441dd61ee8d77a392fbb6,c1849d4d32d7a6cecd5aa471809d3135,882634702ad671a4a28319adef8f058b,64e3294ce026b7e6af1342b9985423b8,delivered,2018-08-26 22:41:00,2018-08-26 22:50:21,2018-08-27 12:08:00,2018-08-28 19:11:00,2018-08-31 00:00:00,960a0f31380c590db0df6c9300b38d9b,6230,osasco,SP,92734a9376f31de60865fc4764877592,5,recomendo,"prazo de entrega super rápido. O produto corresponde com o que vi anunciado. O produto foi entregue bem antes do prazo prometido para entrega, apenas 2 dias entre a compra e a entrega..",2018-08-29 00:00:00,2018-08-30 00:01:30,1.0,credit_card,1.0,16.38,1,9.99,7.39,9070,santo andre,SP,automotivo,57.0,986.0,2.0,250.0,26.0,10.0,35.0
